Name,Condition,Process-Heat treatment,Coded,Mg,Nd,Ce,La,Zn,Sn,Al,Ca,Zr,Ag,Ho,Mn,Y,Gd,Cu,Si,Li,Yb,Th,Sb,Pr,Ga,Be,Fe,Ni,Sc,Tb,Dy,Er,Sr,Bi,Sum,YS(MPa),UTS(MPa),Ductility,DOI
﻿Mg-15Gd- 1Zn-0.4Zr,Cast,"Cast (Any cast type, then heat treated)",5,83.6,0,0,0,1,0,0,0,0.4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,288,405,2.9,https://doi.org/10.1016/j.jma.2018.08.001
﻿Mg-17.4Gd- 1.1Zn-0.6Zr,Cast,"Cast (Any cast type, then heat treated)",5,80.9,0,0,0,1.1,0,0,0,0.6,0,0,0,0,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,313,410,1.9,https://doi.org/10.1016/j.jma.2018.08.001
﻿Mg-17.4Gd- 1.7Zn-0.6Zr,Cast,"Cast (Any cast type, then heat treated)",5,80.3,0,0,0,1.7,0,0,0,0.6,0,0,0,0,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,278,380,2.5,https://doi.org/10.1016/j.jma.2018.08.001
﻿Mg-14Gd- 0.5Zr,﻿505 °C/ 24 h + extruded at 505 °C (28:1)+aged at 200 °C/36h,extruded,1,85.5,0,0,0,0,0,0,0,0.5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,305,446,7,https://doi.org/10.1016/j.jma.2018.08.001
﻿Mg-14Gd- 0.5Zr,﻿505 °C/ 24 h + extruded at 505 °C (28:1) + cold rolled (27% reduction) + aged at 200 °C/16h,extruded,1,85.5,0,0,0,0,0,0,0,0.5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,445,482,2,https://doi.org/10.1016/j.jma.2018.08.001
﻿Mg-6Gd-3Y- 2Nd-0.4Zr,"﻿510 °C/16 h + extruded (400 °C sample, 350 °C mold, 15:1) + aged at 200 °C/92 h",extruded,1,88.6,2,0,0,0,0,0,0,0.4,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,359,435,5,https://doi.org/10.1016/j.jma.2018.08.001
﻿Mg-9Gd-4Y- 0.5Zr,﻿525 °C/10 h + extruded at 400 °C(11:1) + aged at 200 °C/60 h,extruded,1,86.5,0,0,0,0,0,0,0,0.5,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,400,508,8,https://doi.org/10.1016/j.jma.2018.08.001
﻿Mg-12Gd-3Y- 0.4Zr,"﻿Extruded at 400 °C + Hot rolled (200 °C rollers, 450 °C/0.5 h sample, 92% reduction) + aged at 225 °C/17 h",extruded,1,84.6,0,0,0,0,0,0,0,0.4,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,342.8,457.6,3.8,https://doi.org/10.1016/j.jma.2018.08.001
﻿Mg-12Gd-3Y- 0.6Zr,﻿525 °C/10 h + extruded at 430 °C (16:1) + hydrostatic extruded at room temperature (16:1) + aged 225 °C/9 h,extruded,1,84.4,0,0,0,0,0,0,0,0.6,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,453,510,4,https://doi.org/10.1016/j.jma.2018.08.001
﻿Mg-11.7Gd- 4.9Y-0.3Zr,520 °C/48 h + extruded at 420 °C (10:1) + aged at 200 °C/36 h,extruded,1,83.1,0,0,0,0,0,0,0,0.3,0,0,0,4.9,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,500,539,2.7,https://doi.org/10.1016/j.jma.2018.08.001
﻿Mg-8Gd-1Er- 0.5Zr,﻿450 °C/10 h + extruded at 400 °C (20:1) + rolled at 400 (95% reduction) + aged at 200 °C/16 h,extruded,1,90.5,0,0,0,0,0,0,0,0.5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,100,518,560,4.8,https://doi.org/10.1016/j.jma.2018.08.001
﻿Mg-8.5Gd- 2.3Y-1.8Ag- 0.4Zr,﻿500 °C/10 h + rolled at 450 °C (88% reduction),extruded,1,87,0,0,0,0,0,0,0,0.4,1.8,0,0,2.3,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,575,600,5.2,https://doi.org/10.1016/j.jma.2018.08.001
﻿Mg-11Gd-1Zn,﻿510 °C/12 h + extruded at 430 °C (9:1) + 500/8 + aged at 225 °C/14 h,extruded,1,88,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,235,416,7,https://doi.org/10.1016/j.jma.2018.08.001
﻿Mg-15Gd-1Zn-0.4Zr,﻿500 °C/2 h + 520 °C/12 h + extruded at 430 °C (9:1) + aged at 200 °C/32 h,extruded,1,83.6,0,0,0,1,0,0,0,0.4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,338,420,2.6,https://doi.org/10.1016/j.jma.2018.08.001
﻿Mg-15Gd-1Zn-0.4Zr,"﻿500 °C/2 h + 520 °C/12 h + extruded (490 °C sample, 370 °C mold, 9:1) + aged at 200 °C/32 h",extruded,1,83.6,0,0,0,1,0,0,0,0.4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,380,461,2.7,https://doi.org/10.1016/j.jma.2018.08.001
﻿Mg-15Gd-1Zn-0.4Zr,"﻿500 °C/2 h + 520 °C/12 h + extruded (490 °C sample, 320 °C mold, 9:1)",extruded,1,83.6,0,0,0,1,0,0,0,0.4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,359,423,10,https://doi.org/10.1016/j.jma.2018.08.001
﻿Mg-15Gd-1Zn-0.4Zr,"﻿500 °C/2 h + 520 °C/12 h + extruded (490 °C sample, 320 °C mold, 9:1) + aged at 200 °C/32 h",extruded,1,83.6,0,0,0,1,0,0,0,0.4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,465,524,4,https://doi.org/10.1016/j.jma.2018.08.001
﻿Mg-16.4Gd-2.3Zn-0.6Zr,﻿500 °C/50 h + aged at 200 °C/80 h + 2 passes of ECAP at 330 °C,ECAP-ECAE,2,80.7,0,0,0,2.3,0,0,0,0.6,0,0,0,0,16.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,330,418,7.5,https://doi.org/10.1016/j.jma.2018.08.001
﻿Mg-7Gd-3Y-1Nd-1Zn- 0.5Zr,﻿480 °C/24 h + 500 °C/32 h + 480 °C/2 h + extruded at ∼500 °C + aged at 200 °C/30 h,extruded,1,87.5,1,0,0,1,0,0,0,0.5,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,331,400,15,https://doi.org/10.1016/j.jma.2018.08.001
﻿Mg-8.2Gd-3.8Y-1Zn-0.4Zr,﻿510 °C/12 h + rolled at 400 °C (96% reduction),wrought - rolled and Forging,6,86.6,0,0,0,1,0,0,0,0.4,0,0,0,3.8,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,318,403,13.7,https://doi.org/10.1016/j.jma.2018.08.001
﻿Mg-8.2Gd-3.8Y-1Zn-0.4Zr,﻿510 °C/12 h + rolled at 400 °C (96% reduction) + 200 °C/28 h,wrought - rolled and Forging,6,86.6,0,0,0,1,0,0,0,0.4,0,0,0,3.8,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,426,517,4.5,https://doi.org/10.1016/j.jma.2018.08.001
﻿Mg-8.2Gd-3.8Y-1Zn-0.4Zr,﻿510 °C/12 h + extruded at 420 °C (8:1) + rolled at 400 °C and finally 350 °C (92% reduction),extruded,1,86.6,0,0,0,1,0,0,0,0.4,0,0,0,3.8,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,316,415,9.1,https://doi.org/10.1016/j.jma.2018.08.001
﻿Mg-8.2Gd-3.8Y-1Zn-0.4Zr,﻿510 °C/12 h + extruded at 420 °C (8:1) + rolled at 400 °C and finally 350 °C (92% reduction) + aged at 200 °C/32 h,Extruded,1,86.6,0,0,0,1,0,0,0,0.4,0,0,0,3.8,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,416,505,12.8,https://doi.org/10.1016/j.jma.2018.08.001
﻿Mg-8.2Gd-3.8Y-1Zn-0.4Zr,﻿510 °C/12 h + extruded at 400 °C (10:1,Extruded,1,86.6,0,0,0,1,0,0,0,0.4,0,0,0,3.8,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,379,442,14.7,https://doi.org/10.1016/j.jma.2018.08.001
﻿Mg-8.2Gd-3.8Y-1Zn-0.4Zr,﻿510 °C/12 h + extruded at 400 °C (10:1) + aged at 200 °C/40 h,Extruded,1,86.6,0,0,0,1,0,0,0,0.4,0,0,0,3.8,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,462,520,10.6,https://doi.org/10.1016/j.jma.2018.08.001
﻿Mg-8.2Gd-3.8Y-1Zn-0.4Zr,﻿510 °C/12 h + extruded at 400 °C (8:1) + aged at 200 °C/48 h,Extruded,1,86.6,0,0,0,1,0,0,0,0.4,0,0,0,3.8,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,395,470,8,https://doi.org/10.1016/j.jma.2018.08.001
﻿Mg-8.4Gd-5.3Y-1.7Zn- 0.6Mn,﻿540 °C/4 h + extruded at 400 °C (11:1 ) + aged at 200 °C/50 h,Extruded,1,84,0,0,0,1.7,0,0,0,0,0,0,0.6,5.3,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,322,500,10,https://doi.org/10.1016/j.jma.2018.08.001
﻿Mg-10Gd-2Y-0.5Zn-0.3Zr  ,﻿510 °C/10 h + forged at 470 °C + aged at 200 °C/60 h,wrought - rolled and Forging,6,87.2,0,0,0,0.5,0,0,0,0.3,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,273,406,5.9,https://doi.org/10.1016/j.jma.2018.08.001
Mg-10Gd-3Y-1.0Zn-0.5Zr,,Extruded,1,85.5,0,0,0,1,0,0,0,0.5,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,339,428,4,https://doi.org/10.1016/j.jma.2018.08.001
Mg-10Gd-6Y-1.6Zn-0.6Zr,,Extruded,1,81.8,0,0,0,1.6,0,0,0,0.6,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,419,461,3.6,https://doi.org/10.1016/j.jma.2018.08.001
 Mg-10Gd-6Y-1.6Zn-0.6Zr,,Extruded,1,81.8,0,0,0,1.6,0,0,0,0.6,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,473,542,8,https://doi.org/10.1016/j.jma.2018.08.001
﻿Mg-10Gd-6Y-2Zn-0.6Zr,,Extruded,1,81.4,0,0,0,2,0,0,0,0.6,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,360,432,5,https://doi.org/10.1016/j.jma.2018.08.001
﻿Mg-11Gd-4Y-1.7Zn-0.5Zr,﻿500 °C/10 h + rolled at 500 °C (80% reduction) + 500 °C/10 h + aged at 225 °C/10 h,wrought - rolled and Forging,6,82.8,0,0,0,1.7,0,0,0,0.5,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,365,460,10,https://doi.org/10.1016/j.jma.2018.08.001
﻿Mg-11Gd-4.5Y-1Nd-1.5Zn- 0.5Zr,﻿535 °C/24 h + extruded at 410 °C (30:1) + cold rolled (14.5% reduction) + aged at 200 °C/48 h,extruded,1,81.5,1,0,0,1.5,0,0,0,0.5,0,0,0,4.5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,502,547,2.6,https://doi.org/10.1016/j.jma.2018.08.001
﻿Mg-11.5Gd-4.5Y-1.5Zn- 0.4Zr,,extruded,1,82.1,0,0,0,1.5,0,0,0,0.4,0,0,0,4.5,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,387,453,8.3,https://doi.org/10.1016/j.jma.2018.08.001
﻿Mg-12Gd-2Er-1Zn-0.6Zr,,extruded,1,84.4,0,0,0,1,0,0,0,0.6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,100,374,415,3.6,https://doi.org/10.1016/j.jma.2018.08.001
﻿Mg-4Y-2Zn-0.5Al,,extruded,1,93.5,0,0,0,2,0,0.5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,376,416,11,https://doi.org/10.1016/j.jma.2018.08.001
﻿Mg-5Y-5Zn-0.6Zr,,extruded,1,89.4,0,0,0,5,0,0,0,0.6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,380,412,12,https://doi.org/10.1016/j.jma.2018.08.001
﻿Mg-5.7Y-4.2Zn,,extruded,1,90.1,0,0,0,4.2,0,0,0,0,0,0,0,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,390,420,5,https://doi.org/10.1016/j.jma.2018.08.001
﻿Mg-6.8Y-2.5Zn,﻿RS P/M + extruded at 300 °C (10:1,extruded,1,90.7,0,0,0,2.5,0,0,0,0,0,0,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,610,650,5,https://doi.org/10.1016/j.jma.2018.08.001
﻿Mg-6.8Y-2.5Zn,﻿560 °C/12 h + extruded at 400 °C (12:1) + ECAP of 4 passes at 350 °C and 2 passes at 330 °C,extruded,1,90.7,0,0,0,2.5,0,0,0,0,0,0,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,400,450,2.5,https://doi.org/10.1016/j.jma.2018.08.001
﻿Mg-6.8Y-2.5Zn,﻿500/10 h + extruded at 350 °C (10:1),extruded,1,90.7,0,0,0,2.5,0,0,0,0,0,0,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,350,410,6,https://doi.org/10.1016/j.jma.2018.08.001
﻿Mg-9.5Y-3.5Zn-1Mn,,extruded,1,86,0,0,0,3.5,0,0,0,0,0,0,1,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,333,421,5.8,https://doi.org/10.1016/j.jma.2018.08.001
﻿Mg-12Y-3Zn-0.6Zr,,extruded,1,84.4,0,0,0,3,0,0,0,0.6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,350,440,2,https://doi.org/10.1016/j.jma.2018.08.001
﻿Mg-12Y-5Zn-0.6Zr,,extruded,1,82.4,0,0,0,5,0,0,0,0.6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,351,429,2,https://doi.org/10.1016/j.jma.2018.08.001
﻿Mg-19Y-6.5Ni,,wrought - rolled and Forging,6,74.5,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,100,460,526,8,https://doi.org/10.1016/j.jma.2018.08.001
﻿Mg-7Y-4Gd-1.5Zn-0.4Zr,,extruded,1,87.1,0,0,0,1.5,0,0,0,0.4,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,320,418,6.2,https://doi.org/10.1016/j.jma.2018.08.001
﻿Mg-5Zn-1Ce-0.5Y-0.6Zr,400 °C/12 h + extruded at﻿ 390 °C(25:1),Extruded,1,92.9,0,1,0,5,0,0,0,0.6,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,389,401,5,https://doi.org/10.1016/j.jma.2018.08.001
﻿Mg-5Zn-1Ce-0.5Y-0.6Zr,400 °C/12 h + extruded at ﻿390 °C(25:1) + aged at 180 °C/15 h,Extruded,1,92.9,0,1,0,5,0,0,0,0.6,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,407,421,9,https://doi.org/10.1016/j.jma.2018.08.001
﻿Mg-5.1Zn-3.2Y-0.4Zr- 0.4Ca,Extruded at 350 °C (12:1),Extruded,1,90.9,0,0,0,5.1,0,0,0.4,0.4,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,373,403,5.1,https://doi.org/10.1016/j.jma.2018.08.001
﻿Mg-10.3Zn-6.4Y-0.4Zr- 0.5Ca,Extruded at 350 °C (12:1),Extruded,1,82.4,0,0,0,10.3,0,0,0.5,0.4,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,447,466,4.7,https://doi.org/10.1016/j.jma.2018.08.001
﻿Mg-8Zn-2Y,,Extruded,1,90,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,404,418,12,https://doi.org/10.1016/j.jma.2018.08.001
﻿Mg-14Zn-3Y,,Extruded,1,83,0,0,0,14,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,386,416,16,https://doi.org/10.1016/j.jma.2018.08.001
﻿Mg-8.3Zn-1.5Y,RS P/M + extruded at 260 °C,Extruded,1,90.2,0,0,0,8.3,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,410,425,12,https://doi.org/10.1016/j.jma.2018.08.001
﻿Mg-10Gd-3Y-0.5Zr,T6,"Cast (Any cast type, then heat treated)",5,86.5,0,0,0,0,0,0,0,0.5,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,247,360,2.7,https://doi.org/10.1016/j.jma.2020.02.003
﻿Mg-10Gd-1Zn-0.5Zr,cast+HT,"Cast (Any cast type, then heat treated)",5,88.5,0,0,0,1,0,0,0,0.5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,205,303,6.6,https://doi.org/10.1016/j.jma.2020.02.003
﻿Mg-10Gd-2Y-1Zn-0.5Zr,cast+HT,"Cast (Any cast type, then heat treated)",5,86.5,0,0,0,1,0,0,0,0.5,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,252,351,10.2,https://doi.org/10.1016/j.jma.2020.02.003
﻿Mg–2Zn–0.2Y–0.5Nd–0.4Zr,﻿Permanent mold cast Heat - as cast,"Cast (Die cast, HPDC, fast cool)",4,96.9,0.5,0,0,2,0,0,0,0.4,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,89,203,35,https://doi.org/10.1016/j.jma.2020.02.003
﻿Mg-10Zn-5Al,﻿High pressure die cast,"Cast (Die cast, HPDC, fast cool)",4,85,0,0,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,188,235,5.6,https://doi.org/10.1016/j.jma.2020.02.003
﻿Mg–1Nd–1Ce-0.5Zn-0.5Zr,﻿Permanent mold cast,"Cast (Die cast, HPDC, fast cool)",4,97,1,1,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,136,237,9,https://doi.org/10.1016/j.jma.2020.02.003
﻿Mg-6Er-3Y-1.5Zn-0.4 Mn,extruded,extruded,1,89.1,0,0,0,1.5,0,0,0,0,0,0,0.4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,100,316,354,8.1,https://doi.org/10.1016/j.jma.2020.02.003
﻿Mg-6Er-3Y-1.5Zn-0.4 Mn,extruded+ aging,extruded,1,89.1,0,0,0,1.5,0,0,0,0,0,0,0.4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,100,303,373,11,https://doi.org/10.1016/j.jma.2020.02.003
﻿Mg-8.1Gd-4Y-1Zn,extruded,extruded,1,86.9,0,0,0,1,0,0,0,0,0,0,0,4,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,395,461,6,https://doi.org/10.1016/j.jma.2020.02.003
﻿Mg-12Dy-11Ni,extruded,extruded,1,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,12,0,0,0,100,275,336,13.7,https://doi.org/10.1016/j.jma.2020.02.003
﻿Mg-12Dy-11Ni,extruded+ aging,extruded,1,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,12,0,0,0,100,280,360,22.5,https://doi.org/10.1016/j.jma.2020.02.003
﻿Mg-8Gd-3Yb-1.2Zn-0.5Zr,extruded,extruded,1,87.3,0,0,0,1.2,0,0,0,0.5,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,100,413,425,5.5,https://doi.org/10.1016/j.jma.2020.02.003
﻿Mg-9.2Gd-3.3Y-1.2Zn-0.9Mn,extruded,extruded,1,85.4,0,0,0,1.2,0,0,0,0,0,0,0.9,3.3,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,345,418,6.8,https://doi.org/10.1016/j.jma.2020.02.003
﻿Mg-9.2Gd-3.3Y-1.2Zn-0.9Mn,extruded+ aging,extruded,1,85.4,0,0,0,1.2,0,0,0,0,0,0,0.9,3.3,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,420,525,6.3,https://doi.org/10.1016/j.jma.2020.02.003
﻿Mg-8.3Gd-4.2Y-1.4Zn-1.1Mn,extruded,extruded,1,85,0,0,0,1.4,0,0,0,0,0,0,1.1,4.2,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,282,388,16.4,https://doi.org/10.1016/j.jma.2020.02.003
﻿Mg-8.3Gd-4.2Y-1.4Zn-1.1Mn,extruded+ aging,extruded,1,85,0,0,0,1.4,0,0,0,0,0,0,1.1,4.2,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,390,538,13.1,https://doi.org/10.1016/j.jma.2020.02.003
﻿Mg-8.8Gd-3.4Y-1Zn-0.8Mn,extruded,extruded,1,86,0,0,0,1,0,0,0,0,0,0,0.8,3.4,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,362,415,8.3,https://doi.org/10.1016/j.jma.2020.02.003
﻿Mg-12.6Gd-1.3Y-0.9Zn-0.5Mn,extruded,extruded,1,84.7,0,0,0,0.9,0,0,0,0,0,0,0.5,1.3,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,543,564,1.2,https://doi.org/10.1016/j.jma.2020.02.003
﻿Mg-9.5Gd3.8Y-0.6Zr,Wrought(hammer forging),wrought - rolled and Forging,6,86.1,0,0,0,0,0,0,0,0.6,0,0,0,3.8,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,227,334,7.3,https://doi.org/10.1016/j.jma.2020.02.003
﻿Mg-8Gd-1Er- 0.5Zr,extruded,extruded,1,90.5,0,0,0,0,0,0,0,0.5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,100,425,452,3.2,https://doi.org/10.1016/j.jma.2020.02.003
﻿Mg-8.2Gd-3.8Y-1.0Zn-0.4Zr,extruded,extruded,1,86.6,0,0,0,1,0,0,0,0.4,0,0,0,3.8,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,393,447,16,https://doi.org/10.1016/j.jma.2020.02.003
﻿Mg-8.2Gd-3.8Y-1.0Zn-0.4Zr,extruded+ aging,extruded,1,86.6,0,0,0,1,0,0,0,0.4,0,0,0,3.8,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,466,514,14,https://doi.org/10.1016/j.jma.2020.02.003
﻿Mg-6Er-3Y-1.5Zn-0.4Mn,extruded,extruded,1,89.1,0,0,0,1.5,0,0,0,0,0,0,0.4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,100,298,336,11.7,https://doi.org/10.1016/j.jma.2020.02.003
﻿Mg-0.6Er-0.6Y-1.2Zn-0.2Mn,extruded,extruded,1,97.4,0,0,0,1.2,0,0,0,0,0,0,0.2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,100,320,351,10,https://doi.org/10.1016/j.jma.2020.02.003
﻿Mg-3.6Zn-0.6Y-0.2Ca,extruded,extruded,1,95.6,0,0,0,3.6,0,0,0.2,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,317,357,6.4,https://doi.org/10.1016/j.jma.2020.02.003
﻿Mg-8Al-1Zn-1Ca-0.3Mn,wrought ﻿Twin-roll-casting + hot rolling,wrought - rolled and Forging,6,89.7,0,0,0,1,0,8,1,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,275,371,17.1,https://doi.org/10.1016/j.jma.2020.02.003
﻿Mg-5Al-3.5Ca-1Mn,﻿Friction stir,"Cast (Die cast, HPDC, fast cool)",4,90.5,0,0,0,0,0,5,3.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,322,361,16,https://doi.org/10.1016/j.jma.2020.02.003
﻿Mg–8.32Sn–1.85Zn–0.17Mn,extruded,extruded,1,89.66,0,0,0,1.85,8.32,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,256,324,13.5,https://doi.org/10.1016/j.jma.2020.02.003
﻿Mg-2Sn-2Ca,extruded,extruded,1,96,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,443,460,1.2,https://doi.org/10.1016/j.jma.2020.02.003
﻿Mg-2Sn-2Ca,extruded,extruded,1,96,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,358,365,8.9,https://doi.org/10.1016/j.jma.2020.02.003
﻿Mg-2.0Sn-1.95Ca-0.5Mn,extruded,extruded,1,95.55,0,0,0,0,2,0,1.95,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,450,462,5,https://doi.org/10.1016/j.jma.2020.02.003
﻿Mg-5Zn-3.5Sn-1Mn-0.5Ca-0.5Cu,extruded,extruded,1,89.5,0,0,0,5,3.5,0,0.5,0,0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,392,402,7,https://doi.org/10.1016/j.jma.2020.02.003
Mg-1Ca,extruded,extruded,1,99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,377,392,2,https://doi.org/10.1016/j.jma.2020.02.003
﻿Mg-6Zn-0.5Zr-0.5Cu-0.5Ce,extruded,extruded,1,92.5,0,0.5,0,6,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,304,345,20,https://doi.org/10.1016/j.jma.2020.02.003
