Name,Condition,Process-Heat treatment,Coded,Mg,Nd,Ce,La,Zn,Sn,Al,Ca,Zr,Ag,Ho,Mn,Y,Gd,Cu,Si,Li,Yb,Th,Sb,Pr,Ga,Be,Fe,Ni,Sc,Tb,Dy,Er,Sr,Bi,Sum,YS(MPa),UTS(MPa),Ductility,DOI
Mg-15Sc-1Mn ,cast T5,"Cast (Any cast type, then heat treated)",5,83.4,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2,0,0,0,0,0,100,152.5,174.5,0.25,
Mg-20Gd,as-cast T6,"Cast (Any cast type, then heat treated)",5,80,0,0,0,0,0,0,0,0.27,0,0,0.01,0,19.7,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,265,330,2.7,
Mg-Gd-Y-Zn-Zr (5),Cast + T6,"Cast (Any cast type, then heat treated)",5,79.55,0,0,0,0,0,0,0,0.34,1.88,0,0,0,18.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,293,414,2.2,
Mg-Y-Gd-Zr(3),He,Extruded,1,74.4,0,0,0,0,0,0,0,0,0,0,0,0,25.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,320,353,0.4,
Mg-Al-Zn-Mn-Bi,As cast,"Cast (Die cast, HPDC, fast cool)",4,87,0,0,0,0.8,0,9,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,100,162,224,3.2,
Mg-8Al-5Ga-3Zn,extruded (300C),Extruded,1,84,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,100,518,646,1.2,
Mg-8Al-2Ga-Zn,extruded (453K),Extruded,1,89,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,100,518,646,1.2,
Mg-9Al-2Ga,extruded (453K),Extruded,1,89,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,100,474,613,1.3,
Mg-8Al-3Ga,extruded (453K),Extruded,1,89,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,100,498,630,2.6,
Mg-8Al-2Ga,extruded (453K),Extruded,1,90,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,100,499,595,3.5,
Mg-Zn-Ho,Extrusion(210 degree C),Extruded,1,95.9,0,0,0,2.7,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,208,300,20,
Mg-Zn-Ho,Extrusion(230 degree C),Extruded,1,93,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,200,280,15,
Mg-20Tb,as-cast T6,"Cast (Any cast type, then heat treated)",5,80.24,0,0,0,0,0,0,0,0.01,0,0,0.01,0,0,0.01,0.03,0,0,0,0,0,0,0,0,0,0,19.7,0,0,0,0,100,228,280,3.4,
ZYbK520 (1),Extrusion,Extruded,1,92.35,0,0,0,5,0,0,0.25,0.3,0,0,0.1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,100,350,360,16.5,
ZYbK520 (2),4h / RHT,Extruded,1,92.35,0,0,0,5,0,0,0.25,0.3,0,0,0.1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,100,285,325,23,
ZYbK520 (3),4h / RHT + 24 h aging,Extruded,1,92.35,0,0,0,5,0,0,0.25,0.3,0,0,0.1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,100,305,330,24.5,
ZYbK520 (4),4h / RHT + 0.5h / SHT + 24 h aging,Extruded,1,92.35,0,0,0,5,0,0,0.25,0.3,0,0,0.1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,100,315,345,20.5,
ZYbK520 (5),48 h / RHT,Extruded,1,92.35,0,0,0,5,0,0,0.25,0.3,0,0,0.1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,100,230,295,23.5,
ZYbK520 (6),48h / RHT + 24 h aging,Extruded,1,92.35,0,0,0,5,0,0,0.25,0.3,0,0,0.1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,100,260,300,21.5,
Mg-Nd-Zn-Zr,48h / RHT + 0.5h / SHT + 24 h aging,Extruded,1,92.35,0,0,0,5,0,0,0.25,0.3,0,0,0.1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,100,275,315,22,
Mg-Gd-Zr,Hot Extrusion,Extruded,1,85.9,0,0,0,0,0,0,0,0.4,0,0,0,0,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,100,455,500,12,
Mg-Zn-Er,Extrusion,Extruded,1,97,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,100,305,341,17.9,
HZ32,Sand/Chill Cast T5 or T6,"Cast (Any cast type, then heat treated)",5,93.9,0,0,0,2.2,0,0,0,0.7,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,100,90,185,4,
Magnesium ZH62A-T5, Cast T5,"Cast (Any cast type, then heat treated)",5,91.65,0,0,0,5.7,0,0,0,0.75,0,0,0,0,0,0.1,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,100,200,240,4,
Magnesium HK31A-H24, Plate H24,Wrought - rolled and Forging,6,95.65,0,0,0,0.3,0,0,0,0.7,0,0,0,0,0,0.1,0,0,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,100,180,260,15,
Magnesium HK31A-O, Plate O,Wrought - rolled and Forging,6,95.65,0,0,0,0.3,0,0,0,0.7,0,0,0,0,0,0.1,0,0,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,100,120,200,30,
Magnesium HK31A-T6, Cast T6,"Cast (Any cast type, then heat treated)",5,95.65,0,0,0,0.3,0,0,0,0.7,0,0,0,0,0,0.1,0,0,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,100,120,220,8,
Magnesium HM31A-F,F ,"Cast (Die cast, HPDC, fast cool)",4,95.8,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,100,230,290,10,
Magnesium HM31A-T5, Extruded Solid Shapes T5,Extruded,1,95.8,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,100,270,300,10,
QH21,Sand Cast T6,"Cast (Any cast type, then heat treated)",5,94.8,1,0,0,0,0,0,0,0.7,2.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,185,240,2,
Magnesium HM31A O Wrought Alloy (UNS M13312),Wrought O,Wrought - rolled and Forging,6,95.8,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,100,230,283,10,
WE43,Extrusion(T5 ),Extruded,1,96,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,100,270,300,10,
HM21,"Sheet, Plate T8",Wrought - rolled and Forging,6,97.2,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,100,135,215,6,
HM21,T81,"Cast (Any cast type, then heat treated)",5,97.2,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,100,180,255,4,
HK31,"Sheet, Plate H24",Wrought - rolled and Forging,6,96.1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,100,170,230,4,
HK31,Extrusions T5,Extruded,1,96.1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,100,180,255,4,
Magnesium HZ32A-T5, Cast T5,"Cast (Any cast type, then heat treated)",5,93.7,0,0.1,0,2.1,0,0,0,0.75,0,0,0,0,0,0.1,0,0,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,100,90,185,4,
Magnesium QH21A-T6, Cast T6,"Cast (Any cast type, then heat treated)",5,94.35,1.05,0,0,0.2,0,0,0,0.7,2.5,0,0,0,0,0.1,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,100,205,275,4,
HZ11,Extrusions F,Extruded,1,98,0,0,0,0.6,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,100,120,215,7,
HZ11,Forgings ,Wrought - rolled and Forging,6,98,0,0,0,0.6,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,100,130,230,6,
Magnesium HM21A-F, Forgings F,Wrought - rolled and Forging,6,97.225,0,0,0,0,0,0,0,0,0,0,0.775,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,100,140,230,15,
Magnesium HM21A-T5, Forgings T5,Wrought - rolled and Forging,6,97.225,0,0,0,0,0,0,0,0,0,0,0.775,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,100,150,230,9,
Magnesium HM21A-T8, Sheet and Plate T8,Wrought - rolled and Forging,6,97.225,0,0,0,0,0,0,0,0,0,0,0.775,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,100,150,230,11,
Magnesium HM21A-T81, Sheet and Plate T81,Wrought - rolled and Forging,6,97.225,0,0,0,0,0,0,0,0,0,0,0.775,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,100,210,260,6,
HP2/231 ,,"Cast (Die cast, HPDC, fast cool)",4,97.3784,1.38,0.01,0.01,1.15,0,0.05,0,0,0,0,0,0,0,0.0017,0,0,0,0,0,0.01,0,0.0006,0.0092,0.0001,0,0,0,0,0,0,100,105.5,114.8,2,
HP2/228 ,,"Cast (Die cast, HPDC, fast cool)",4,95.9526,3.42,0.03,0.01,0.48,0,0.09,0,0,0,0,0,0,0,0.0016,0,0,0,0,0,0.01,0,0.0002,0.0055,0.0001,0,0,0,0,0,0,100,138,173,6.3,
HP2/226 ,,"Cast (Die cast, HPDC, fast cool)",4,93.0707,6.75,0.06,0.01,0,0,0.09,0,0,0,0,0,0,0,0.0016,0,0,0,0,0,0.01,0,0.0002,0.0074,0.0001,0,0,0,0,0,0,100,179.2,199.5,5.2,
HP2/261 ,,"Cast (Die cast, HPDC, fast cool)",4,96.0742,1.65,1.67,0.53,0,0,0.06,0,0,0,0,0,0,0,0.0011,0,0,0,0,0,0.01,0,0.0002,0.0044,0.0001,0,0,0,0,0,0,100,164.4,180.1,3.9,
HP2/224 ,,"Cast (Die cast, HPDC, fast cool)",4,98.422,1.5,0.01,0.01,0,0,0.04,0,0,0,0,0,0,0,0.0019,0,0,0,0,0,0.01,0,0.0001,0.0059,0.0001,0,0,0,0,0,0,100,100,123.8,4.5,
HP2/222 ,,"Cast (Die cast, HPDC, fast cool)",4,98.7317,1.18,0.01,0.01,0,0,0.05,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0.01,0,0.0001,0.0061,0.0001,0,0,0,0,0,0,100,90.9,122.3,5.3,
HP2/263 ,,"Cast (Die cast, HPDC, fast cool)",4,96.612,0.48,2.34,0.51,0,0,0.04,0,0,0,0,0,0,0,0.0011,0,0,0,0,0,0.01,0,0.0002,0.0066,0.0001,0,0,0,0,0,0,100,157.2,167.8,2,
HP2/247 ,,"Cast (Die cast, HPDC, fast cool)",4,96.337,0.36,2.64,0.6,0,0,0.04,0,0,0,0,0,0,0,0.0019,0,0,0,0,0,0.01,0,0.0002,0.0108,0.0001,0,0,0,0,0,0,100,157.3,166.8,2.5,
HP2/230 ,,"Cast (Die cast, HPDC, fast cool)",4,97.8898,1.47,0.01,0.01,0.54,0,0.06,0,0,0,0,0,0,0,0.0016,0,0,0,0,0,0.01,0,0.0004,0.0081,0.0001,0,0,0,0,0,0,100,97.1,104.6,1.2,
HP2/251,,"Cast (Die cast, HPDC, fast cool)",4,96.2629,0.4,0.51,2.77,0.01,0,0.03,0,0,0,0,0,0,0,0.0011,0,0,0,0,0,0.01,0,0.0002,0.0055,0.0003,0,0,0,0,0,0,100,165.1,184.3,2.6,
HP2/250,,"Cast (Die cast, HPDC, fast cool)",4,95.9523,0.9,1.21,1.86,0.01,0,0.05,0,0,0,0,0,0,0,0.0014,0,0,0,0,0,0.01,0,0.0002,0.0059,0.0002,0,0,0,0,0,0,100,160.9,179.7,3.3,
HP2/241 ,,"Cast (Die cast, HPDC, fast cool)",4,96.3482,0.94,1.21,1.43,0,0,0.05,0,0,0,0,0,0,0,0.0017,0,0,0,0,0,0.01,0,0.0004,0.0095,0.0002,0,0,0,0,0,0,100,156.2,174.7,3.6,
HP2/246 ,,"Cast (Die cast, HPDC, fast cool)",4,96.0837,0.9,1.78,1.16,0,0,0.06,0,0,0,0,0,0,0,0.0014,0,0,0,0,0,0.01,0,0.0001,0.0046,0.0002,0,0,0,0,0,0,100,163,178,3.3,
HP2/223 ,,"Cast (Die cast, HPDC, fast cool)",4,99.0927,0.84,0.01,0.01,0,0,0.03,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0.01,0,0.0001,0.005,0.0002,0,0,0,0,0,0,100,90,164.9,8.6,
HP2/239 ,,"Cast (Die cast, HPDC, fast cool)",4,95.9344,0.01,1.89,2.08,0,0,0.06,0,0,0,0,0,0,0,0.0018,0,0,0,0,0,0.01,0,0.0008,0.0128,0.0002,0,0,0,0,0,0,100,162.2,180.9,2.1,
HP2/227 ,,"Cast (Die cast, HPDC, fast cool)",4,94.5289,5.3,0.05,0.01,0,0,0.09,0,0,0,0,0,0,0,0.0016,0,0,0,0,0,0.01,0,0.0001,0.0093,0.0001,0,0,0,0,0,0,100,163.6,194.8,6.7,
HP2/259 ,,"Cast (Die cast, HPDC, fast cool)",4,95.8606,2.74,0.78,0.53,0,0,0.07,0,0,0,0,0,0,0,0.0013,0,0,0,0,0,0.01,0,0.0006,0.0074,0.0001,0,0,0,0,0,0,100,162.4,171,3.1,
HP2/258 ,,"Cast (Die cast, HPDC, fast cool)",4,96.1767,0.66,0.48,2.61,0,0,0.06,0,0,0,0,0,0,0,0.0018,0,0,0,0,0,0.005,0,0.0002,0.0061,0.0002,0,0,0,0,0,0,100,165.1,184.5,3,
HP2/255 ,,"Cast (Die cast, HPDC, fast cool)",4,95.8682,2.27,0.54,1.26,0,0,0.05,0,0,0,0,0,0,0,0.0013,0,0,0,0,0,0.005,0,0.0002,0.0052,0.0001,0,0,0,0,0,0,100,162.1,172.4,3.1,
HP2/256 ,,"Cast (Die cast, HPDC, fast cool)",4,96.2091,1.54,0.5,1.69,0,0,0.05,0,0,0,0,0,0,0,0.0013,0,0,0,0,0,0.005,0,0.0002,0.0043,0.0001,0,0,0,0,0,0,100,159,171.3,2.6,
HP2/229 ,,"Cast (Die cast, HPDC, fast cool)",4,95.5221,3.24,0.03,0.01,1.09,0,0.09,0,0,0,0,0,0,0,0.0016,0,0,0,0,0,0.01,0,0.0003,0.0059,0.0001,0,0,0,0,0,0,100,141.3,181.9,6.3,
HP2/253,,"Cast (Die cast, HPDC, fast cool)",4,95.4729,0.37,0.49,2.77,0.86,0,0.02,0,0,0,0,0,0,0,0.0013,0,0,0,0,0,0.01,0,0.0002,0.0053,0.0003,0,0,0,0,0,0,100,166.6,194.2,4,
HP2/252,,"Cast (Die cast, HPDC, fast cool)",4,95.933,0.39,0.5,2.77,0.37,0,0.02,0,0,0,0,0,0,0,0.0012,0,0,0,0,0,0.01,0,0.0002,0.0053,0.0003,0,0,0,0,0,0,100,174.7,190.5,3.4,
HP2/249,,"Cast (Die cast, HPDC, fast cool)",4,96.1322,1.39,1.49,0.89,0.01,0,0.07,0,0,0,0,0,0,0,0.0013,0,0,0,0,0,0.01,0,0.0001,0.0061,0.0003,0,0,0,0,0,0,100,163,175.7,3.7,
HP2/243 ,,"Cast (Die cast, HPDC, fast cool)",4,96.7023,2.22,0.43,0.57,0,0,0.06,0,0,0,0,0,0,0,0.0013,0,0,0,0,0,0.01,0,0.0001,0.006,0.0003,0,0,0,0,0,0,100,138.6,155.6,3.3,
HP2/245 ,,"Cast (Die cast, HPDC, fast cool)",4,95.8525,1.47,0.89,1.7,0,0,0.07,0,0,0,0,0,0,0,0.0015,0,0,0,0,0,0.01,0,0.0002,0.0056,0.0002,0,0,0,0,0,0,100,165.3,176.9,3.1,
HP2/225 ,,"Cast (Die cast, HPDC, fast cool)",4,91.7413,8.05,0.08,0.01,0,0,0.1,0,0,0,0,0,0,0,0.0018,0,0,0,0,0,0.01,0,0.0003,0.0065,0.0001,0,0,0,0,0,0,100,191.7,212.4,4.7,
HP2/260 ,,"Cast (Die cast, HPDC, fast cool)",4,95.9807,2.19,1.21,0.53,0,0,0.07,0,0,0,0,0,0,0,0.0017,0,0,0,0,0,0.01,0,0.0002,0.0073,0.0001,0,0,0,0,0,0,100,166.1,181.1,4,
HP2/262 ,,"Cast (Die cast, HPDC, fast cool)",4,96.4122,0.99,2.01,0.52,0,0,0.05,0,0,0,0,0,0,0,0.0012,0,0,0,0,0,0.01,0,0.0002,0.0063,0.0001,0,0,0,0,0,0,100,159,173.8,3.4,
HP2/240 ,,"Cast (Die cast, HPDC, fast cool)",4,96.0665,0.85,1.45,1.56,0,0,0.05,0,0,0,0,0,0,0,0.0016,0,0,0,0,0,0.01,0,0.0004,0.0114,0.0001,0,0,0,0,0,0,100,162.6,173.9,2.4,
HP2/254 ,,"Cast (Die cast, HPDC, fast cool)",4,95.8775,2.75,0.53,0.76,0,0,0.07,0,0,0,0,0,0,0,0.0013,0,0,0,0,0,0.005,0,0.0004,0.0057,0.0001,0,0,0,0,0,0,100,163.9,173.1,3.1,
HP2/248,,"Cast (Die cast, HPDC, fast cool)",4,95.9801,1.91,2,0.01,0.01,0,0.07,0,0,0,0,0,0,0,0.0015,0,0,0,0,0,0.01,0,0.0004,0.0077,0.0003,0,0,0,0,0,0,100,161.9,172.6,3.6,
HP2/244 ,,"Cast (Die cast, HPDC, fast cool)",4,95.8315,1.99,0.02,2.07,0,0,0.07,0,0,0,0,0,0,0,0.0012,0,0,0,0,0,0.01,0,0.0004,0.0065,0.0004,0,0,0,0,0,0,100,165.7,178,2.9,
HP2/242 ,,"Cast (Die cast, HPDC, fast cool)",4,96.7807,1.27,0.81,1.07,0,0,0.05,0,0,0,0,0,0,0,0.0014,0,0,0,0,0,0.01,0,0.0001,0.0075,0.0003,0,0,0,0,0,0,100,141.8,156.5,2.8,
HP2/257 ,,"Cast (Die cast, HPDC, fast cool)",4,96.2486,1.09,0.49,2.11,0,0,0.05,0,0,0,0,0,0,0,0.0015,0,0,0,0,0,0.005,0,0.0003,0.0045,0.0001,0,0,0,0,0,0,100,163.5,180.5,3.1,
Mg-Al-Zn-Mn-Bi-Sb,As cast,"Cast (Die cast, HPDC, fast cool)",4,88.6,0,0,0,0.8,0,9,0,0,0,0,0.2,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,1,100,178,269,3.3,
Mg-Al-Zn-Mn-Bi-Sb,As cast,"Cast (Die cast, HPDC, fast cool)",4,89.1,0,0,0,0.8,0,9,0,0,0,0,0.2,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0.5,100,172,262,3.6,
Mg-9Al-0.8Zn-0.2Mn-1.0Sb,as-cast (420C),"Cast  (sand, slow cool)",3,89,0,0,0,0.8,0,9,0,0,0,0,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,165,244,2.7,
Mg-Al-Zn-Mn-Sb,As cast,"Cast (Die cast, HPDC, fast cool)",4,89,0,0,0,0.8,0,9,0,0,0,0,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,165,244,2.7,
AZ91,"cast, heated at 420C, water quenching T4, aged at 200C(T6)","Cast (Any cast type, then heat treated)",5,89.3,0,0,0,0.8,0,9,0,0,0,0,0.2,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,100,172,257,4.4,
Mg-9Al-0.8Zn-0.2Mn-0.7Sb,as-cast (420C),"Cast  (sand, slow cool)",3,89.3,0,0,0,0.8,0,9,0,0,0,0,0.2,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,100,172,257,4.4,
Mg-Al-Zn-Mn-Sb,As cast,"Cast (Die cast, HPDC, fast cool)",4,89.3,0,0,0,0.8,0,9,0,0,0,0,0.2,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,100,172,257,4.4,
AZ91,"cast, heated at 420C, water quenching T4, aged at 200C(T6)","Cast (Any cast type, then heat treated)",5,89.65,0,0,0,0.8,0,9,0,0,0,0,0.2,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,100,177,264,4.5,
Mg-9Al-0.8Zn-0.2Mn-0.35Sb,as-cast (420C),"Cast  (sand, slow cool)",3,89.65,0,0,0,0.8,0,9,0,0,0,0,0.2,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,100,177,264,4.5,
Mg-Al-Zn-Mn-Sb,As cast,"Cast (Die cast, HPDC, fast cool)",4,89.65,0,0,0,0.8,0,9,0,0,0,0,0.2,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,100,177,264,4.5,
AZ91,"cast, heated at 420C, water quenching T4, aged at 200C(T6)","Cast (Any cast type, then heat treated)",5,89.85,0,0,0,0.8,0,9,0,0,0,0,0.2,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,100,134,238,5,
Mg-9Al-0.8Zn-0.2Mn-0.15Sb,as-cast (420C),"Cast  (sand, slow cool)",3,89.85,0,0,0,0.8,0,9,0,0,0,0,0.2,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,100,134,238,3.3,
Mg-Al-Zn-Mn-Sb,As cast,"Cast (Die cast, HPDC, fast cool)",4,89.85,0,0,0,0.8,0,9,0,0,0,0,0.2,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,100,134,238,3.3,
Mg-20Al-15Ca,extruded (300C),Extruded,1,65,0,0,0,0,0,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,600,710,3.4,
AZ91,as-cast (730C),"Cast  (sand, slow cool)",3,90.7651,0,0,0,0.923,0,8.12,0,0,0,0,0.142,0,0,0,0,0,0,0,0,0.0499,0,0,0,0,0,0,0,0,0,0,100,94,168,3.03,
Mg-6Al-3RE,as-cast (730C),"Cast  (sand, slow cool)",3,90.576,0.6,1.9,0.94,0.584,0,5.28,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,95,172,4.27,
Mg-6Al-2RE,as-cast (730C),"Cast  (sand, slow cool)",3,92.316,0.318,1.11,0.558,0.496,0,5.07,0,0,0,0,0.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,98,176,4.48,
AZ91D,extruded (453K),Extruded,1,89.847,0,0,0,0.85,0,9.1,0,0,0,0,0.15,0,0,0.003,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,152,234,3,
AZ91D,as-cast T6,"Cast (Any cast type, then heat treated)",5,89.847,0,0,0,0.85,0,9.1,0,0,0,0,0.15,0,0,0.003,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,95,140,33,
Mg-0.2Ce,Extrusion,Extruded,1,99.225,0,0.23,0,0.01,0,0.01,0,0,0,0,0.02,0,0,0.005,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,205,20.6,
AM50HP,high pressure die-cast (350C),"Cast (Die cast, HPDC, fast cool)",4,94.728,0,0,0,0.01,0,5.1,0,0,0,0,0.15,0,0,0.002,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,112,173.5,2.5,
AM50HP,high pressure die-cast (350C),"Cast (Die cast, HPDC, fast cool)",4,94.728,0,0,0,0.01,0,5.1,0,0,0,0,0.15,0,0,0.002,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,130,210,8.5,
Magnesium ZK21A-F, Extruded Tubing F,Extruded,1,96.575,0,0,0,2.3,0,0,0.5,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,180,235,4,
AZ91,high pressure die-cast (350C),"Cast (Die cast, HPDC, fast cool)",4,89.998,0,0,0,0.98,0,8.8,0,0,0,0,0.21,0,0,0.002,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,150,250,7,
AM20HP,high pressure die-cast (350C),"Cast (Die cast, HPDC, fast cool)",4,97.719,0,0,0,0.01,0,2.2,0,0,0,0,0.06,0,0,0.001,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,86,147.5,5.5,
AM20HP,high pressure die-cast (350C),"Cast (Die cast, HPDC, fast cool)",4,97.719,0,0,0,0.01,0,2.2,0,0,0,0,0.06,0,0,0.001,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,110,190,11,
AZ91-1RE,as-cast (730C),"Cast  (sand, slow cool)",3,90.589,0.146,0.483,0.258,0.828,0,7.41,0,0,0,0,0.174,0,0,0,0,0,0,0,0,0.112,0,0,0,0,0,0,0,0,0,0,100,106,166,3.73,
Magnesium WE54A-T6, Sand/Permanent Mold Castings T6,"Cast (Any cast type, then heat treated)",5,90.8,1,1,1,0.2,0,0,0,0.7,0,0,0.15,5.11,0,0.03,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,165,248,2,
Magnesium WE43-T6, Cast T6,"Cast (Any cast type, then heat treated)",5,91.35,3.4,0,0,0.2,0,0,0,0.7,0,0,0.15,4,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,162,250,2,
Magnesium AM50A-F, Die Cast F,"Cast (Die cast, HPDC, fast cool)",4,94.45,0,0,0,0.22,0,4.9,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,124,228,15,
Mg-Zn-Y(3),Extrusion,Extruded,1,92.7,0,0,0,6.4,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,213,321,41,
ML19,cast T6,"Cast (Any cast type, then heat treated)",5,95.37,2,0,0,0.45,0,0.02,0,0.4,0,0,0,1.7,0,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,175,265,3.3,
AZ91RS,extruded (300C),Extruded,1,90.15,0,0,0,0.7,0,9,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,296,385,17,
Magnesium WE43A-T6, Sand/Permanent Mold Castings T6,"Cast  (sand, slow cool)",3,91.9,1,1,1,0,0,0,0,0.7,0,0,0,4,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,100,207,276,2,
Magnesium AZ63 T1 Cast Alloy (UNS M11630),Cast T1,"Cast  (sand, slow cool)",3,90.7,0,0,0,2.9,0,5.9,0,0,0,0,0.2,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,97,200,6,
